id,sex,age,marital,child,educ,source,smoke,smokenum,op1,op2,op3,op4,op5,op6,mast1,mast2,mast3,mast4,mast5,mast6,mast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,sest1,sest2,sest3,sest4,sest5,sest6,sest7,sest8,sest9,sest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,Rop2,Rop4,Rop6,Rmast1,Rmast3,Rmast4,Rmast6,Rmast7,Rpss4,Rpss5,Rpss7,Rpss8,Rsest3,Rsest5,Rsest7,Rsest9,Rsest10,Rpc1,Rpc2,Rpc7,Rpc11,Rpc15,Rpc16,toptim,tmast,tposaff,tnegaff,tlifesat,tpstress,tslfest,tmarlow,tpcoiss,agegp3,agegp5,educrec,LG10negaff,MAH_1,COO_1,MAH_2
177,2,24,1,2,3,2,2,0,2,3,3,2,2,3,1,4,1,1,4,1,2,3,2,1,2,2,4,4,4,4,1,1,2,2,2,4,1,2,2,2,1,4,4,4,3,3,4,4,4,4,3,4,3,3,3,3,3,3,1,3,1,3,3,3,3,2,1,1,1,1,0,1,0,1,0,0,2,3,3,3,4,3,2,3,3,3,2,3,3,3,3,3,3,3,3,4,3,4,4,4,4,3,2,3,3,3,4,4,2,2,3,4,3,4,4,3,3,17,27,29,17,18,33,30,6,58,1,1,2,1.23044892137827,2.86565923232649,.0139474991236553,3.27410722330841
27,2,38,4,1,5, ,2,0,3,1,5,1,5,1,3,4,3,2,3,2,1,5,5,1,4,1,4,4,1,4,1,4,1,1,1,2,1,2,4,1,1,6,6,6,6,6,5,4,5,5,5,5,4,5,5,4,4,4,1,4,1,4,1,4,1,1,1,1,0,0,0,0,0,0,0,0,2,3,3,3,5,5,3,2,2,2,2,2,3,3,3,5,3,3,5,5,5,2,2,3,3,4,1,1,2,1,4,4,4,4,4,4,3,3,4,3,1,28,21,31,17,30,33,40,2,54,2,3,4,1.23044892137827,.318098592141144,.0012201003771869,3.25533421034953
176,2,53,7,2,6,1,2,0,4,1,4,2,5,2,3,2,3,3,3,1,4,3,4,1,3,2,3,2,4,3,2,2,2,3,1,2,5,2,3,1,1,2,2,3,2,2,3,3,4,5,2,4,4,1,5,5,4,4,1,4,1,4,1,3,1,1,1,1,1,0,1,0,1,0,0,0,1,4,4,5,5,5,2,5,5,5,1,5,4,5,1,1,5,5,5,4,4,2,2,2,4,1,1,4,2,5,4,4,4,4,4,5,2,4,5,5,5,26,16,26,23,11,36,39,5,84,3,5,5,1.36172783601759,12.1555241561245,.0574122878943884,3.25426909365833
351,2,31,4,1,4,8,2,0,3,3,3,3,2,5,3,3,3,3,3,2,4,5,3,2,5,1,4,4,2,4,1,2,5,5,1,5,1,5,4,2,1,4,4,4,4,4,3,2,3,4,4,2,4,4,1,1,4,4,1,4,1,4,1,3,3,1,1,1,1,1,1,0,1,1,0,0,3,4,3,3,3,2,5,2,3,3,4,3,2,3,3,2,2,3,3,3,1,2,2,2,3,1,2,2,2,2,4,4,4,2,4,3,2,1,2,3,4,15,16,46,16,20,20,37,7,47,2,2,3,1.20411998265592,2.30727084689441,.0233304427305361,3.24680179151532
143,1,21,1, ,5,1,2, ,2,1,4,1,5,1,2,4,1,1,4,3,2,5,4,1,2,5,4,3,3,1,1,4,4,4,1,3,1,3,4,1,1,4,4,5,7,6,1,1,3,5,3,2,3,4,2,3,4,4,1,4,1,4,1,4,1,1,1,1,1,0,0,0,0,0,0,0,4,2,3,4,5,3,4,2,4,3,2,3,4,3,2,2,3,3,5,5,5,3,4,4,2,3,1,3,3,2,4,4,4,4,4,2,4,2,4,4,4,26,24,33,22,26,21,40,3,60,1,1,4,1.34242268082221,.481107252966685,.00126009100686891,3.21599609281013
317,2,53,4,1,4,5,2,0,4,3,5,3,4,2,2,3,2,2,3,2,4,5,3,1,5,1,4,5,2,3,1,2,5,4,2,4,2,4,4,3,1,5,5,5,5,4,3,4,4,4,3,3,3,4,3,2,3,3,2,3,1,3,1,2,3,1,1,1,1,0,1,0,1,1,1,0,4,2,5,4,4,4,3,4,5,4,4,4,3,4,3,2,4,4,3,3,4,3,3,3,3,1,2,3,3,2,3,4,4,2,4,2,4,3,2,3,4,23,19,43,18,24,29,31,7,67,3,5,3,1.25527250510331,1.58204293728249,.000310093791602115,3.21344246098154
178,2,42,4,1,3,7,2,0,3,1,3,3,3,2,2,3,1,2,4,3,1,4,3,4,2,4,2,2,3,2,2,2,2,3,3,2,4,2,2,2,2,2,2,2,5,2,3,4,5,3,3,4,3,3,3,4,3,4,2,2,3,2,4,1,4,4,1,1,0,0,0,0,0,1,0,0,4,3,2,2,2,3,4,2,2,2,4,3,2,3,4,3,2,3,5,3,4,3,4,3,2,4,3,3,3,3,3,2,1,1,1,2,3,2,2,2,3,21,23,23,29,13,35,20,3,42,2,4,2,1.46239799789896,4.1376384394492,.00754240724283402,3.18017066985686
421,2,68,4,2,3,6,2, ,3,1,4,1,4,1,1,2,3,3,3,2,3,3,5,2,5,1,4,3,5,5,4,3,3,3,2,4,4,3,4,2,2,5,5,3,4,6,3,4,3,4,3,3,3,4,5,3,4,4,1,4,1,3,1,4,2,1,1,1,1,0,1,0,1,0,0,0,4,4,4,3,4,4,1,4,3,4,2,3,3,3,3,3,3,3,5,5,5,4,2,2,3,2,2,3,3,2,4,4,4,3,4,2,2,5,4,3,3,26,18,37,30,23,31,38,5,60,3,5,2,1.47712125471966,1.16631993112839,.000307413067969599,3.12291103102721
701,1,47,4,1,4,1,2,0,3,5,2,3,4,2,3,3,4,2,4,3,3,5,4,1,2,3,4,3,1,2,4,4,3,3,2,4,1,4,3,5,4,5,3,3,2,1,4,4,4,3,4,4,3,3,5,4,4,4,1,3,1,4,1,3,2,1,1,1,0,0,0,0,0,0,1,0,4,4,3,4,4,4,4,3,4,4,2,4,2,2,4,4,2,4,1,3,4,2,1,3,2,2,3,2,3,3,4,4,4,3,4,2,2,2,4,2,2,17,17,33,29,14,36,37,3,54,3,4,3,1.46239799789896,1.44724256781242,.00279688144887341,3.11851478912021
504,1,48,4,1,4,1,2,0,3,1,4,1,4,3,2,4,1,1,3,1,1,5,2,1,4,1,5,5,2,3,1,1,4,4,1,4,1,5,4,1,1,4,4,4,5,6,3,1,3,4,4,2,3,4,5,2,4,4,1,4,1,4,1,3,2,1,1,1,1,1,0,1,0,1,0,1,1,3,2,4,5,3,4,3,5,4,2,4,4,3,2,2,4,4,5,5,3,3,4,4,4,4,2,2,3,2,4,4,4,3,4,5,3,2,4,4,4,24,26,43,12,23,25,38,7,67,3,4,3,1.07918124604762,1.13961647612768,.000385634180506821,3.09778777307166
329,1,18,2,2,3,1,1,35,2,5,3,4,3,3,3,2,4,2,2,3,2,3,2,1,2,2,3,4,1,2,4,3,3,4,1,1,1,2,3,3,3,3,4,2,3,1,4,4,4,3,2,3,4,3,4,4,3,3,2,3,3,3,2,2,4,3,0,0,1,1,0,0,0,0,1,0,4,4,2,2,2,3,5,1,1,2,3,1,3,2,4,4,1,4,1,2,3,2,1,3,2,3,3,4,2,3,3,2,3,1,2,2,2,1,3,2,2,14,15,27,21,13,35,25,3,36,1,1,2,1.32221929473392,4.77336951570191,1.95252344541412E-005,3.0900827199564
128,2,39,4,1,5,1,1,20,2,2,3,2,4,4,3,3,2,2,2,1,2,4,4,2,5,1,4,3,3,3,2,3,2,4,2,2,1,3,4,4,4,3,3,3,3,2,2,2,3,4,3,3,4,4,3,2,3,3,2,3,1,3,3,2,2,2,1,1,1,0,1,0,1,0,0,0,2,2,4,4,4,4,2,4,4,4,2,3,4,4,2,2,4,4,4,4,2,2,3,3,4,3,2,3,2,2,3,4,2,3,3,4,4,4,4,4,4,19,20,34,26,14,24,29,5,71,2,3,4,1.41497334797082,1.84816049236779,.000500432948282949,3.07203655638153
309,1,57,5,2,3,8,1,160,3,2,5,1,5,1,1,4,1,1,4,1,1,5,1,1,4,2,4,4,1,4,1,2,5,5,1,4,2,5,5,2,2,3,2,6,5,7,3,1,1,4,4,1,5,4,4,2,4,4,1,3,1,4,1,4,1,1,1,1,1,1,1,0,1,1,1,0,2,1,5,5,4,3,5,4,5,5,4,2,4,5,1,1,4,5,4,5,5,4,4,4,4,4,2,2,1,2,4,4,4,4,4,4,5,1,2,5,5,27,28,45,15,23,19,39,8,73,3,5,2,1.17609125905568,2.53117062464713,.00042324649069087,3.06383471148173
406,1,34,3,2,4,1,1,210,4,4,3,3,4,2,1,4,1,1,4,3,4,4,3,3,5,1,4,5,2,3,1,5,4,3,3,3,3,4,3,4,4,4,4,6,4,6,4,3,5,3,4,2,4,4,3,3,4,4,1,4,1,4,1,3,2,3,1,0,1,1,0,0,1,0,0,0,4,4,3,2,3,5,4,4,5,5,5,4,5,3,4,4,3,5,2,3,4,4,4,4,2,1,3,2,2,2,4,4,4,3,2,2,2,2,1,2,2,20,23,38,29,24,29,36,4,58,2,3,3,1.46239799789896,.296350094449108,.000373528180362732,3.05593562321602
134,2,41,7,1,4,5,2, ,3,1,5,1,5,1,1,4,1,1,4,4,3,4,4,2,1,1,4,5,3,5,2,4,4,3,2,5,2,5,4,3,3,2,3,6,4,3,3,3,5,4,4,4,3,3,3,4,4,4,1,4,1,3,4,4,1,1,1,1,1,0,0,0,1,1,0,0,4,4,5,5,5,5,3,3,5,5,2,5,5,5,1,1,5,5,5,5,5,4,4,4,1,2,2,2,3,3,4,4,1,4,4,2,2,3,4,5,5,28,23,40,26,18,32,36,5,79,2,4,3,1.41497334797082,2.67547815043623,.0137895688480088,3.01700539716422
70,2,30,4,1,2,8,1,10,1,2,3,3,3,5,3,3,4,4,1,1,2,3,1,1,2,1,3,5,1,3,1,1,2,2,1,3,1,5,4,1,1,2,2,4,2,1,2,3,3,4,3,3,4,2,2,2,4,4,1,3,3,4,1,3,3,1,1,1,0,1,1,0,0,1,0,0,1,2,2,4,4,5,3,4,4,4,4,4,4,4,2,2,4,4,4,3,1,2,1,1,4,3,2,3,2,4,4,2,4,2,4,5,4,3,2,4,4,15,15,32,10,11,26,34,5,69,2,2,1,1,6.35338131693422,.00397479537200271,2.97756734965952
63,2,19,2,2,3,1,2,0,1,3,2,3,3,2,2,4,3,2,4,3,4,3,4,2,1,1,2,1,3,2,3,3,3,3,4,2,3,3,2,2,1,5,3,5,5,5,4,3,4,3,3,3,3,3,4,4,4,3,1,3,2,2,4,3,3,3,0,1,0,1,0,0,0,0,0,0,5,5,2,2,2,2,5,2,3,3,4,3,2,2,4,5,3,3,3,3,4,3,2,3,2,1,3,3,3,3,4,3,1,2,2,1,1,1,2,2,1,16,19,22,26,23,34,27,2,37,1,1,2,1.41497334797082,4.03528641566995,.000433495662932947,2.9573500723852
372,1,26,3,2,4,3,2,0,2,3,3,3,3,3,2,3,3,2,3,3,2,3,2,1,1,1,3,3,1,3,1,3,3,4,1,3,1,3,3,1,1,4,4,3,3,3,3,3,4,3,4,3,3,3,3,2,3,4,1,4,3,3,1,3,1,1,1,1,1,1,0,0,0,0,0,0,3,4,3,3,3,2,2,2,3,3,3,2,2,2,4,4,2,3,3,3,3,3,2,3,2,3,3,2,3,3,4,2,4,4,4,3,2,4,3,2,2,17,19,29,13,17,29,35,4,46,1,2,3,1.11394335230684,1.49424928893215,.000442458464366859,2.94153528590939
181,1,46,4,1,5,1,2,0,4,1,5,1,5,1,1,4,1,1,4,1,1,4,1,1,1,1,4,5,1,4,1,1,5,5,1,4,1,5,4,1,1,6,6,6,7,6,2,2,1,5,4,2,4,5,2,2,4,4,1,4,2,4,1,4,1,1,1,1,1,1,1,1,1,1,0,0,4,3,5,5,5,5,3,4,4,4,1,5,3,4,2,2,5,5,5,5,5,4,4,4,4,4,1,2,2,1,4,3,4,4,4,2,3,3,5,4,4,29,28,41,10,31,17,39,8,75,3,4,4,1,2.6676092173306,.00175083010757261,2.93850593802675
158,2,58,4,2,5,7,2,0,4,1,4,2,5,1,2,3,1,1,4,1,1,4,2,1,3,1,2,4,2,3,1,2,2,4,1,3,2,4,3,2,1,4,6,4,6,4,3,3,4,4,3,4,3,4,4,3,3,3,1,4,1,3,2,4,2,1,0,1,1,0,1,0,1,1,0,1,3,3,3,3,3,2,4,3,4,3,2,2,4,2,3,3,3,3,5,4,5,3,4,4,4,4,2,3,3,2,4,4,3,3,4,3,3,2,4,3,3,27,26,32,15,24,31,35,6,53,3,5,4,1.17609125905568,3.08765967296636,.00557537009054725,2.84476862794427
192,2,44,8,1,4,1,2,0,4,1,5,1,5,1,2,3,4,1,3,1,1,3,1,1,2,1,3,3,1,2,1,1,4,3,1,3,1,4,4,1,1,7,6,6,5,5,2,2,3,4,5,3,4,4,2,1,4,4,1,3,1,4,2,4,1,2,1,1,1,0,1,0,1,1,0,1,1,2,5,5,5,4,1,4,4,4,2,3,3,2,2,1,2,5,5,5,5,3,1,4,4,4,2,1,2,2,4,4,3,4,3,5,4,5,4,4,5,29,22,31,10,29,20,37,7,73,2,4,3,1,1.37953171885324,.00200653249643919,2.84383484048539
227,2,30,4,2,3,8,2,0,2,3,5,2,4,3,3,3,2,2,3,3,2,3,4,4,5,1,3,2,5,2,3,4,2,2,3,5,1,2,3,3,2,4,5,5,6,5,5,4,4,3,2,3,3,3,4,3,4,4,2,3,2,3,3,2,4,3,0,1,1,0,0,0,0,0,0,0,3,4,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,4,3,4,3,2,3,3,2,3,3,4,3,3,3,3,2,1,2,3,2,3,2,3,3,21,19,29,30,25,36,27,2,52,2,2,2,1.47712125471966,.659778863117218,.00260931205174103,2.84206930178832
312,1,21,2,2,3,1,1,3,3,2,4,2,5,1,2,4,2,2,4,2,3,4,2,2,4,2,4,5,2,4,3,3,4,3,2,4,3,4,3,4,4,4,7,5,6,5,4,4,4,3,4,3,4,3,4,3,4,4,1,4,1,4,2,4,2,1,0,0,1,0,0,0,0,0,0,0,3,1,3,4,3,5,3,2,2,3,4,4,2,4,2,1,4,4,4,4,5,3,3,3,3,2,3,2,2,3,4,4,3,3,4,3,5,3,2,4,5,25,22,39,27,27,32,38,1,62,1,1,2,1.43136376415899,.0131509219460255,.00139786639671549,2.80331884856816
36,2,22,1,2,3,1,1,1,5,2,4,2,3,3,2,3,3,1,2,3,4,3,4,2,4,4,3,4,3,4,4,4,2,3,2,3,4,3,3,2,2,4,6,5,5,3,3,4,3,3,3,3,3,3,4,3,3,3,2,2,2,2,4,2,3,3,0,1,1,0,0,0,1,1,0,0,2,4,4,3,3,3,4,3,3,3,3,2,3,2,3,2,3,4,4,4,3,3,2,4,2,1,3,3,3,3,3,3,1,2,2,4,2,2,3,3,4,23,17,32,31,23,32,23,4,54,1,1,2,1.49136169383427,1.44724256781242,.000136013550271387,2.77261115732949
126,2,35,4,1,6,1,1,50,3,1,4,2,4,1,3,2,3,2,3,2,3,5,3,2,4,1,5,4,3,4,3,3,4,3,1,4,2,5,3,3,2,4,4,6,6,4,3,3,5,4,4,4,4,3,4,3,4,4,1,3,1,4,1,4,3,3,1,1,1,0,0,0,0,0,0,0,3,2,2,4,3,2,3,3,3,4,2,2,2,2,4,4,2,2,5,4,5,2,2,3,3,2,2,2,2,3,4,4,4,2,2,3,4,3,4,2,2,25,17,41,23,24,31,35,3,49,2,3,5,1.36172783601759,1.60361118772695,6.28657691407975E-005,2.75824280290451
326,1,46,6,2,4,3,2,0,5,1,4,1,4,1,2,4,2,2,3,2,2,4,2,1,1,1,3,4,1,3,2,2,3,3,1,3,2,3,4,1,1,4,6,6,6,4,3,3,3,3,3,3,3,3,3,3,4,4,1,4,1,4,1,4,3,3,1,1,1,1,0,1,0,1,0,0,2,2,5,4,3,3,2,4,3,3,1,4,3,2,3,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,4,4,5,3,5,28,22,31,14,26,30,36,6,69,3,4,3,1.14612803567824,.615249073305335,.00166850917281423,2.73734238502141
163,2,22,1,2,5,1,1,5,5,1,4,1,5,1,4,4,1,1,4,1,1,5,2,1,4,1,5,4,1,4,2,2,4,3,1,5,1,5,4,1,1,6,6,6,5,6,2,3,2,4,4,1,4,5,2,1,4,4,1,4,1,4,1,4,2,1,1,1,1,0,0,0,0,1,0,1,3,2,4,4,4,2,1,5,5,4,2,4,3,2,1,1,2,4,5,5,5,1,4,4,4,4,2,2,2,1,4,4,4,3,4,3,4,5,4,5,5,29,25,43,13,29,18,39,5,69,1,1,4,1.11394335230684,.767841047514124,.0020949591237022,2.73011492482638
452,2,27,4,2,5,1,2,0,3,2,4,2,3,2,1,3,1,1,4,1,1,5,2,1,3,1,5,4,1,3,1,2,5,5,1,4,1,5,5,2,1,5,6,6,6,6,3,2,3,4,3,3,4,4,2,2,4,4,1,3,1,3,3,3,1,1,1,1,1,1,1,0,0,1,1,1,2,3,3,4,4,3,4,1,4,3,1,4,4,3,2,3,3,3,4,4,4,4,4,4,4,4,2,3,2,2,4,4,2,4,4,4,3,2,5,4,3,22,27,44,13,29,24,35,8,60,1,2,4,1.11394335230684,2.48911327035917,2.90139239048445E-005,2.72953731074261
81,2,20,1,2,3,6,1,125,2,4,3,2,3,2,2,4,2,2,3,1,4,2,2,4,2,1,5,3,2,4,4,5,2,4,2,1,1,2,3,4,3,3,5,2,3,3,2,4,5,3,3,2,4,3,3,1,2,4,2,4,3,2,3,1,4,4,1,1,1,1,0,0,0,0,0,0,2,4,2,2,4,3,4,2,4,4,4,4,5,2,4,4,2,5,2,4,4,3,3,3,4,1,3,3,2,3,3,2,2,1,1,4,2,2,2,2,2,18,21,28,28,16,28,22,4,53,1,1,2,1.44715803134222,.43127322615421,1.82082824387744E-005,2.706321808261
455,2,42,6,2,6,8,1,7,5,2,2,2,5,3,3,4,2,4,4,4,4,4,1,1,4,1,5,5,1,4,3,1,3,3,2,2,1,3,5,1,1,1,4,1,7,1,3,3,3,4,3,3,4,3,3,3,4,4,1,4,4,4,4,3,3,4,1,1,1,1,0,0,0,0,0,1,2,3,3,3,3,2,5,1,2,3,1,1,3,1,3,2,3,5,4,4,3,2,3,1,1,1,2,3,2,3,4,1,1,2,1,4,3,1,5,3,4,23,16,38,13,14,28,28,5,50,2,4,5,1.11394335230684,2.13161630324438,.00240044781179809,2.70257987719923
78,2,25,4,2,4,1,1,3,3,2,4,2,4,1,2,4,1,1,4,2,3,5,1,1,3,1,4,4,1,4,1,1,4,4,1,4,1,4,4,1,1,6,6,6,6,5,2,3,3,4,4,3,4,4,3,2,4,4,1,4,1,4,1,4,2,2,1,1,1,0,0,0,1,0,0,0,1,2,4,3,4,2,2,2,3,3,4,2,4,3,3,3,3,4,4,4,5,3,4,4,3,2,2,2,2,2,4,4,4,3,3,5,4,4,2,3,3,24,24,40,10,29,24,38,4,58,1,2,3,1,.677498228199194,.00023231251218269,2.68435632060875
332,2,31,4,1,5,4,2,0,3,1,4,1,5,2,1,4,1,1,4,2,1,4,2,3,5,1,4,3,2,5,1,2,4,4,2,5,1,4,4,2,1,6,6,7,6,7,1,1,3,5,4,3,4,3,1,2,4,4,1,4,1,3,2,4,1,2,1,1,0,0,0,0,0,1,0,0,1,4,4,2,4,4,1,3,3,3,2,4,4,3,2,2,3,5,5,5,4,4,4,4,3,4,1,2,2,3,4,4,3,4,3,5,2,5,4,4,4,26,27,42,17,32,19,37,3,66,2,2,4,1.23044892137827,1.81790435797379,.00151014931897311,2.68430672076288
506,2,60,7,2,4,1,1,150,3,2,3,4,4,2,3,3,1,3,4,2,4,4,2,1,2,1,3,3,2,3,1,1,1,4,1,3,1,3,3,1,1,3,1,2,3,2,2,2,2,4,3,1,3,4,2,2,3,4,1,4,2,3,4,2,2,1,1,1,0,0,1,0,1,1,0,0,2,2,5,4,3,4,3,4,5,5,1,3,4,3,2,1,4,3,4,2,4,2,4,2,3,1,2,3,3,2,4,3,1,3,4,4,4,3,5,4,5,20,19,29,12,11,21,31,5,72,3,5,3,1.07918124604762,2.84452465683047,.00500855762213002,2.67745919844464
39,2,24,1,2,3,1,2,0,4,2,4,2,4,4,2,3,2,2,2,3,3,3,3,1,3,1,4,4,2,3,1,1,3,3,1,3,1,3,3,1,1,4,4,3,3,4,3,3,2,3,3,3,3,2,3,2,4,3,3,3,3,3,2,3,2,2,1,1,1,0,0,0,0,1,0,1,3,3,4,3,2,2,3,4,4,4,2,1,2,1,3,3,1,1,4,4,2,3,3,3,2,2,3,3,3,4,2,2,3,3,3,3,3,3,4,3,3,22,18,32,13,18,29,29,5,48,1,1,2,1.11394335230684,1.32887837549717,.000532404648915436,2.67267196447754
156,2,36,4,1,4,4,2,0,2,2,3,2,5,2,3,3,2,2,3,3,2,3,4,2,2,2,3,4,4,3,4,4,3,3,2,3,3,3,3,3,3,4,4,5,5,5,3,3,4,3,3,4,3,3,4,3,3,3,1,3,1,3,3,3,2,1,0,1,1,0,0,0,1,0,1,0,4,4,3,2,3,2,5,1,2,2,4,2,3,2,5,5,2,2,4,4,4,2,3,3,2,3,3,3,3,3,4,4,2,3,4,2,2,1,2,1,1,22,19,30,31,23,33,32,4,35,2,3,3,1.49136169383427,4.81007461225123,6.04799021333583E-007,2.6677390192243
206,1,36,1,2,6,7,2, ,4,3,3,2,5,1,2,4,1,1,4,1,2,3,2,1,3,1,3,2,2,3,3,2,2,2,2,2,1,3,2,1,2,4,4,4,4,4,3,2,2,4,4,2,3,3,3,2,4,4,1,4,1,4,1,4,1,1,1,1,0,1,1,0,1,1,1,0,2,1,5,5,3,3,2,3,5,5,2,4,3,3,3,3,3,3,3,4,5,3,4,4,4,3,2,2,3,3,4,4,4,4,4,4,5,4,4,3,3,24,26,25,17,20,24,40,7,68,2,3,5,1.23044892137827,1.14372958772028,.00013711590451839,2.66589641722619
428,2,24,2,2,3,8,1,25,1,2,3,4,4,3,2,3,2,2,3,1,2,4,3,2,2,1,3,2,2,3,2,2,3,3,2,3,1,2,3,4,4,4,4,5,5,5,3,3,3,4,4,2,4,4,3,2,4,4,1,3,1,4,1,4,2,1,1,1,0,0,0,0,0,1,0,1,3,3,4,4,4,4,4,2,4,4,3,3,4,2,3,3,3,3,4,2,3,3,3,3,4,3,2,2,2,2,4,4,4,3,4,3,3,2,3,3,3,17,22,28,23,23,24,38,4,58,1,1,2,1.36172783601759,.0893213945118627,.00043371474961584,2.66175751592801
466,1,47,5,1,6,1,2,0,4,2,4,2,4,3,1,4,1,1,4,1,1,4,1,1,2,1,3,4,1,3,1,3,3,3,1,3,1,3,4,1,1,5,5,5,6,3,1,2,2,5,4,2,4,4,3,2,4,4,1,4,1,3,3,3,3,1,0,1,1,0,1,1,0,0,0,0,1,2,4,4,4,4,2,4,4,4,2,4,4,4,2,2,4,4,4,4,3,4,4,4,4,4,1,2,2,2,4,4,2,2,4,5,4,4,4,4,4,23,28,32,12,24,19,34,4,73,3,4,5,1.07918124604762,2.53117062464713,.00042324649069087,2.61258802298891
435,2,34,1,1,4,8,1, ,3,2,4,3,3,3,2,4,2,2,3,2,1,4,3,1,3,1,4,4,1,3,1,3,2,4,1,5,1,4,4,1,1,3,3,4,4,4,3,3,4,3,3,3,4,3,3,2,4,4,1,3,1,3,3,3,1,1,1,1,1,0,1,0,1,1,0,0,2,1,3,3,3,2,4,2,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,2,3,4,4,2,4,4,4,5,2,3,3,3,20,23,37,14,18,29,35,6,55,2,3,3,1.14612803567824,.644118118154399,.000301051965373064,2.60284001275523
259,1,54,4,1,4,1,2,0,3,3,4,3,4,3,2,3,2,2,3,2,2,4,2,1,3,1,3,3,1,1,1,1,2,3,1,3,1,3,3,2,1,3,3,4,4,4,3,2,3,3,3,2,3,4,3,2,4,4,1,3,2,4,2,4,1,1,1,1,1,0,1,0,1,1,1, ,4,2,4,4,4,2,2,2,4,4,3,3,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,4,4,2,4,4,3,4,4,20,21,28,12,18,26,37, ,60,3,5,3,1.07918124604762,.0401761398897601,7.74164482851318E-005,2.59625199370037
405,1,20,1,1,3,1,2, ,3,2,4,2,4,2,2,4,1,1,3,1,2,5,1,1,3,1,5,4,1,5,1,2,4,4,1,2,1,4,4,1,1,3,4,3,3,6,3,2,2,4,3,3,4,3,3,2,4,4,2,4,2,3,1,3,1,1,0,1,1,1,1,1,1,1,0,0,2,3,4,4,3,4,2,4,4,3,2,4,4,3,2,2,3,4,4,4,4,3,4,4,4,3,2,3,2,3,3,3,4,4,4,4,3,4,4,4,4,23,25,40,11,19,25,36,7,67,1,1,2,1.04139268515823,.680461954854131,.000145283424875296,2.59221648511505
266,1,55,4,2,6,7,2,0,4,3,4,3,5,2,2,4,3,4,4,1,1,5,1,1,4,1,4,5,1,4,1,1,4,5,1,2,1,4,4,1,1,5,5,5,5,4,3,2,1,4,4,1,4,5,3,1,2,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,0,0,0,1,1,1,5,5,5,5,1,3,3,3,1,5,4,5,1,1,5,5,3,3,4,3,2,1,4,4,2,2,2,1,4,4,4,4,4,5,5,5,5,5,5,23,22,41,10,24,18,38,7,83,3,5,5,1,4.62732283881305,.00537373409047382,2.57419165133902
454,1,30,4,1,4,8,2,0,3,3,4,2,4,2,2,4,2,2,2,3,3,3,3,1,3,1,3,5,4,4,3,4,3,3,2,3,1,3,2,3,1,3,2,2,6,4,4,3,4,3,3,3,3,3,5,4,4,4,1,4,4,2,3,2,3,2,1,1,1,1,0,1,0,0,0,0,3,4,3,2,5,4,5,1,2,2,2,3,4,3,4,4,2,2,3,4,4,3,3,3,2,2,3,3,3,3,4,1,2,2,3,3,2,1,4,2,2,22,19,32,23,17,35,28,5,47,2,2,3,1.36172783601759,1.30741786655502,.00172671572618159,2.5685654601836
354,2,41,3,2,5, ,2,0,5,3,3,3,3,2,4,4,2,1,4,3,2,2,4,2,1,1,3,3,4,3,3,3,2,3,2,2,1,2,3,4,4,2,3,1,2,2,4,3,5,3,3,3,2,3,4,2,4,4,3,3,1,3,1,1,3,2,0,1,1,0,0,0,1,0,0,0,2,5,1,1,3,2,4,2,2,1,5,3,3,2,3,3,3,3,3,3,4,1,3,4,2,3,3,3,4,3,2,4,4,2,3,4,1,2,1,3,3,21,21,24,28,10,34,30,3,40,2,4,4,1.44715803134222,3.64075332624113,.00205410676702988,2.56290118724642
193,2,23,1,2,3,1,2,0,4,1,5,1,5,1,1,4,1,1,3,1,1,4,1,1,2,2,4,3,1,4,1,2,5,4,1,4,3,5,5,2,1,6,7,6,6,7,2,1,2,5,5,4,4,5,3,1,4,4,1,4,1,4,3,4,1,1,0,1,1,0,0,0,0,0,0,1,4,3,5,4,5,5,3,3,5,4,1,4,3,4,1,1,5,4,5,5,5,4,4,4,4,4,1,1,2,1,4,4,2,4,4,2,3,3,5,5,5,29,27,40,15,32,18,38,3,74,1,1,2,1.17609125905568,1.99262674633199,.001257342607084,2.54044036838582
376,1,22,1,2,4,5,2,0,3,2,4,2,4,5,2,4,1,1,4,2,2,4,2,1,5,2,4,4,2,4,4,3,4,4,2,5,3,5,4,3,1,2,3,3,1,7,2,3,3,5,4,3,3,3,3,3,4,4,1,4,1,3,1,3,3,2,1,1,1,1,1,1,0,0,0,0,1,3,5,3,5,5,3,4,5,5,1,5,5,5,1,3,4,5,4,4,1,3,4,4,3,3,1,2,3,3,4,4,4,2,3,5,3,3,5,5,3,20,25,43,23,16,26,35,6,80,1,1,3,1.36172783601759,2.61416237407892,.00347791735870042,2.53743595204445
